date,resource_id,vm_sku,environment,application,currency,daily_cost,estimated_monthly_cost,avg_cpu,max_cpu,source_type
2026-03-01,tfwus-snow-02,Standard_B2s,uat,servicenow,USD,1.0408,31.22,2.278,4.866,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-02,tfwus-snow-02,Standard_B2s,uat,servicenow,USD,1.0398,31.19,2.186,4.913,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-03,tfwus-snow-02,Standard_B2s,uat,servicenow,USD,1.0396,31.19,2.167,4.441,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-04,tfwus-snow-02,Standard_B2s,uat,servicenow,USD,1.0398,31.19,2.187,4.175,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-05,tfwus-snow-02,Standard_B2s,uat,servicenow,USD,1.0362,31.09,1.861,4.81,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-06,tfwus-snow-02,Standard_B2s,uat,servicenow,USD,1.0402,31.21,2.218,4.393,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-07,tfwus-snow-02,Standard_B2s,uat,servicenow,USD,1.0414,31.24,2.326,4.772,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-08,tfwus-snow-02,Standard_B2s,uat,servicenow,USD,1.1627,34.88,13.319,30.515,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-09,tfwus-snow-02,Standard_B2s,uat,servicenow,USD,1.1817,35.45,15.036,32.0,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-10,tfwus-snow-02,Standard_B2s,uat,servicenow,USD,1.0419,31.26,2.375,5.045,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-11,tfwus-snow-02,Standard_B2s,uat,servicenow,USD,1.0403,31.21,2.23,4.449,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-12,tfwus-snow-02,Standard_B2s,uat,servicenow,USD,1.0399,31.2,2.191,4.6,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-13,tfwus-snow-02,Standard_B2s,uat,servicenow,USD,1.0399,31.2,2.196,4.69,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-14,tfwus-snow-02,Standard_B2s,uat,servicenow,USD,1.0414,31.24,2.326,4.383,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-07,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1703,65.11,2.198,4.786,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-08,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1691,65.07,2.144,4.073,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-09,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1717,65.15,2.258,4.656,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-10,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.2034,66.1,3.633,12.157,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-11,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.6957,80.87,28.74,36.579,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-12,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.6873,80.62,24.635,35.046,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-13,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1716,65.15,2.255,4.811,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-14,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1679,65.04,2.091,4.019,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-15,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1664,64.99,2.026,4.383,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-16,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1682,65.05,2.107,4.215,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-17,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1786,65.36,2.559,5.201,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-18,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1691,65.07,2.143,4.568,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-19,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1691,65.07,2.146,4.531,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-20,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1735,65.2,2.334,4.596,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-21,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1732,65.2,2.324,4.829,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-22,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1673,65.02,2.066,3.842,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-23,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.3477,70.43,9.895,28.374,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-24,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.6957,80.87,31.841,35.224,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-25,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.4601,73.8,14.775,33.608,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-26,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1744,65.23,2.374,4.426,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-27,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1681,65.04,2.104,4.324,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-28,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1737,65.21,2.344,4.399,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-29,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1656,64.97,1.995,4.223,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-30,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1712,65.14,2.238,4.318,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-31,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.171,65.13,2.228,4.723,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-01,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1685,65.06,2.121,4.495,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-02,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1693,65.08,2.155,4.938,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-03,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1907,65.72,3.085,11.59,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-04,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.6957,80.87,27.362,33.385,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-05,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.3867,71.6,11.591,31.422,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-06,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1738,65.21,2.35,4.774,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-07,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1691,65.07,2.143,4.667,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-08,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1684,65.05,2.116,4.674,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-09,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.166,64.98,2.009,4.592,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-10,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1675,65.03,2.076,4.291,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-11,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1716,65.15,2.252,4.806,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-12,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.169,65.07,2.14,4.405,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-13,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1685,65.06,2.121,4.094,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-14,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1677,65.03,2.084,4.829,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-15,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1714,65.14,2.245,4.577,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-16,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1694,65.08,2.158,4.843,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-17,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1699,65.1,2.181,4.808,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-18,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1678,65.04,2.09,4.639,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-19,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.4896,74.69,16.057,26.546,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-20,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.4719,74.16,15.288,26.876,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-21,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.163,64.89,1.88,4.375,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-22,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1688,65.06,2.132,4.67,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-23,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1741,65.22,2.363,5.153,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-24,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1668,65.0,2.043,4.84,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-25,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1787,65.36,2.56,4.853,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-26,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1652,64.96,1.978,4.443,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-27,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1694,65.08,2.16,4.663,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-28,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1712,65.14,2.236,4.927,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-01,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.173,65.19,2.313,4.763,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-02,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1713,65.14,2.24,4.37,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-03,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1658,64.97,2.003,4.627,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-04,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1698,65.09,2.173,4.83,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-05,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1623,64.87,1.848,3.841,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-06,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1637,64.91,1.91,4.34,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-07,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.175,65.25,2.403,4.787,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-08,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1705,65.11,2.204,4.427,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-09,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1706,65.12,2.211,4.959,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-10,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1713,65.14,2.242,4.554,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-11,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1738,65.22,2.351,4.82,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-12,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1668,65.0,2.044,4.271,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-13,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1698,65.09,2.174,4.263,synthetic_cost_from_public_cloud_pricing_pattern
2026-03-14,utilizationtest,Standard_D2s_v5,test,untagged,USD,2.1755,65.26,2.421,5.317,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-26,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4701,14.1,1.281,2.692,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-27,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4693,14.08,1.115,2.404,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-28,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4703,14.11,1.306,2.724,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-29,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4693,14.08,1.116,2.494,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-30,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4702,14.11,1.295,2.55,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-01,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4706,14.12,1.381,2.802,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-02,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4706,14.12,1.366,2.669,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-03,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.5121,15.36,9.601,17.161,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-04,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.5476,16.43,16.651,19.125,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-05,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4902,14.71,5.263,13.762,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-06,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4703,14.11,1.313,2.716,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-07,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4703,14.11,1.307,2.674,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-08,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4706,14.12,1.37,2.74,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-09,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4701,14.1,1.281,2.408,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-10,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4702,14.1,1.284,2.523,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-11,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4695,14.09,1.156,2.361,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-12,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4697,14.09,1.196,2.681,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-13,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4699,14.1,1.241,2.742,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-14,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4697,14.09,1.196,2.686,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-15,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4701,14.1,1.283,2.745,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-16,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4697,14.09,1.19,2.62,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-17,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4691,14.07,1.071,2.308,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-18,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4693,14.08,1.12,2.263,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-19,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4699,14.1,1.229,2.546,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-20,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4702,14.11,1.298,2.705,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-21,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4702,14.11,1.289,2.487,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-22,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4699,14.1,1.232,2.449,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-23,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4702,14.11,1.298,2.653,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-24,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4699,14.1,1.24,2.658,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-25,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4697,14.09,1.186,2.549,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-26,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4698,14.09,1.204,2.36,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-27,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4702,14.11,1.297,2.75,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-28,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4698,14.09,1.216,2.753,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-29,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4697,14.09,1.194,2.495,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-30,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4698,14.09,1.217,2.618,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-31,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4701,14.1,1.279,2.736,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-01,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4695,14.09,1.155,2.725,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-02,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.47,14.1,1.255,2.513,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-03,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4703,14.11,1.305,2.669,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-04,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4734,14.2,1.935,5.855,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-05,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.5333,16.0,13.818,18.433,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-06,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.5433,16.3,15.798,18.168,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-07,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4843,14.53,4.099,10.826,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-08,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4693,14.08,1.122,2.374,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-09,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4695,14.09,1.159,2.321,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-10,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4703,14.11,1.307,2.577,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-11,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4696,14.09,1.175,2.522,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-12,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4697,14.09,1.186,2.457,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-13,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4696,14.09,1.171,2.685,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-14,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4694,14.08,1.13,2.657,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-15,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4699,14.1,1.238,2.499,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-16,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4694,14.08,1.127,2.285,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-17,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4705,14.11,1.347,2.573,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-18,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4699,14.1,1.229,2.63,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-19,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4702,14.11,1.292,2.866,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-20,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4696,14.09,1.181,2.628,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-21,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4695,14.08,1.15,2.45,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-22,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4691,14.07,1.066,2.419,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-23,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4703,14.11,1.322,2.469,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-24,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.516,15.48,10.385,21.19,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-25,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.5595,16.79,19.014,20.949,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-26,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.5193,15.58,11.038,19.89,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-27,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4695,14.08,1.147,2.554,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-28,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4692,14.07,1.088,2.454,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-29,vault-testing-vm,Standard_B1ms,test,untagged,USD,0.4691,14.07,1.074,2.315,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-30,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1778,65.34,2.524,4.71,synthetic_cost_from_public_cloud_pricing_pattern
2025-08-31,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1676,65.03,2.08,4.776,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-01,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.5334,76.0,17.957,31.161,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-02,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.2016,66.05,3.556,14.843,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-03,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1687,65.06,2.129,4.624,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-04,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1646,64.94,1.951,4.654,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-05,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1718,65.15,2.262,4.701,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-08,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1704,65.11,2.202,2.202,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-09,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1672,65.02,2.062,4.972,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-10,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1687,65.06,2.126,4.439,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-11,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1671,65.01,2.059,4.465,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-12,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1687,65.06,2.129,4.284,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-13,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1736,65.21,2.34,5.196,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-14,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1699,65.1,2.179,4.756,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-15,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1691,65.07,2.147,4.828,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-16,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.27,68.1,6.524,21.042,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-17,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.5366,76.1,18.097,23.841,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-18,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1714,65.14,2.243,4.423,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-19,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1715,65.14,2.248,4.294,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-20,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1755,65.26,2.422,5.121,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-21,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1722,65.16,2.277,5.056,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-22,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1688,65.06,2.133,4.48,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-23,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1701,65.1,2.186,4.988,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-24,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1714,65.14,2.246,4.924,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-25,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1669,65.01,2.048,4.79,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-26,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1663,64.99,2.022,4.498,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-27,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1703,65.11,2.197,4.837,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-28,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1709,65.13,2.222,4.597,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-29,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1731,65.19,2.319,4.724,synthetic_cost_from_public_cloud_pricing_pattern
2025-09-30,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1739,65.22,2.352,5.039,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-01,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1704,65.11,2.2,4.703,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-02,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1673,65.02,2.066,5.199,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-03,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.5671,77.01,19.421,24.565,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-04,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.2039,66.12,3.654,12.663,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-05,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1706,65.12,2.212,4.609,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-06,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.171,65.13,2.229,4.68,synthetic_cost_from_public_cloud_pricing_pattern
2025-10-07,vm0-cspbi,Standard_D2s_v5,dev,PowerBI,USD,2.1691,65.07,2.143,4.575,synthetic_cost_from_public_cloud_pricing_pattern
